alumno/n/per_g0604/7938,165
alumno/n/spa_g2143/36125,61
alumno/n/mex_g0722/6695,165
alumno/n/per_b0899/10701,165
alumno/n/mex_g0607/18189,165
alumno/n/spa_g2396/35813,69
alumno/n/arg_b1136/40894,165
alumno/n/mex_b0773/40909,165
alumno/n/per_g0396/6086,165
alumno/n/col_b1405/33642,13
alumno/n/mex_b1226/18360,165
alumno/n/spa_b4038/6860,-1
alumno/n/per_b0899/10886,165
alumno/n/usa_b1216/55577,165
alumno/n/per_b0933/18419,165
alumno/n/arg_b1082/8509,52
alumno/n/mex_g2062/25271,165
alumno/n/mex_g0441/30846,165
alumno/n/arg_b0097/50600,165
alumno/n/col_b1435/27015,165
alumno/n/mex_g1602/14832,165
alumno/n/mex_g2117/2869,165
alumno/n/mex_g1348/55880,74
alumno/n/arg_b0097/32587,165
alumno/n/spa_b0683/1169,165
alumno/n/arg_b0360/8213,44
alumno/n/spa_b3480/48038,165
alumno/n/spa_g3453/44123,165
alumno/n/mex_g1190/52263,188
alumno/n/per_g0330/20517,165
alumno/n/mex_g2117/11477,89
alumno/n/arg_b1439/9668,165
alumno/n/spa_g1837/35844,165
alumno/n/col_g0509/1905,165
alumno/n/spa_b2472/8805,165
alumno/n/mex_g1018/6619,165
alumno/n/per_g0501/58634,165
alumno/n/spa_b1823/20137,165
alumno/n/arg_b1195/35357,184
alumno/n/mex_g0283/58672,184
alumno/n/per_g0704/451,165
alumno/n/arg_g0136/8661,165
alumno/n/arg_b1439/9705,165
alumno/n/arg_g1103/31356,165
alumno/n/spa_g3609/42223,165
alumno/n/per_b0917/19985,124
alumno/n/per_b0403/7809,165
alumno/n/usa_g0387/51036,165
alumno/n/arg_b1291/55900,144
alumno/n/per_g0325/15408,165
alumno/n/per_g0702/17320,120
alumno/n/arg_b0114/52547,165
alumno/n/per_g0704/56510,165
alumno/n/col_g1334/32778,165
alumno/n/spa_g2429/14209,71
alumno/n/per_b0332/49403,165
alumno/n/mex_b1679/54842,165
alumno/n/mex_g1611/15587,165
alumno/n/spa_b0095/57264,56
alumno/n/col_g0584/51029,165
alumno/n/spa_g1202/24966,163
alumno/n/usa_b1347/14040,165
alumno/n/arg_g1509/53139,165
alumno/n/spa_b0326/23178,184
alumno/n/col_g0236/35326,165
alumno/n/per_b0982/5794,46
alumno/n/per_b0637/52825,163
alumno/n/mex_g1619/12269,165
alumno/n/mex_g1018/4236,71
alumno/n/col_b0870/61226,165
alumno/n/spa_b0230/5505,116
alumno/n/spa_b1759/51428,165
alumno/n/arg_b0438/24513,165
alumno/n/per_g0049/19629,165
alumno/n/arg_g1543/7126,165
alumno/n/arg_g1549/47341,165
alumno/n/per_g0704/52799,165
alumno/n/spa_b2272/59103,165
alumno/n/usa_b0405/33577,28
alumno/n/mex_g1293/32742,165
alumno/n/mex_g1949/3520,165
alumno/n/mex_b0382/22799,165
alumno/n/arg_b0661/3702,165
alumno/n/spa_g1188/23568,165
alumno/n/mex_b0804/5923,165
alumno/n/col_g0435/25039,69
alumno/n/per_g0193/22508,165
alumno/n/usa_b0080/17636,69
alumno/n/per_g0153/34107,165
alumno/n/arg_g1722/28806,165
alumno/n/arg_g0519/37847,12
alumno/n/arg_g1603/21926,101
alumno/n/mex_g0061/11295,165
alumno/n/spa_g1193/41127,165
alumno/n/arg_b0211/58208,165
alumno/n/per_g0477/34738,165
alumno/n/mex_g2214/30002,192
alumno/n/spa_b0202/13517,151
alumno/n/arg_g0135/53005,165
alumno/n/mex_g0939/19259,165
alumno/n/spa_g2785/23114,165
alumno/n/per_g0890/10561,165
alumno/n/spa_g0375/59522,165
alumno/n/mex_g2170/36713,165
alumno/n/spa_g1639/22753,165
alumno/n/arg_g0195/32971,165
alumno/n/per_g0838/49323,165
alumno/n/spa_b2286/41856,165
alumno/n/per_g0193/18963,165
alumno/n/arg_b0944/39115,139
alumno/n/per_g0232/26781,76
alumno/n/mex_g1163/2340,165
alumno/n/mex_b1787/53994,165
alumno/n/arg_g0150/58602,121
alumno/n/arg_b1501/10307,165
alumno/n/per_b1083/52630,50
alumno/n/spa_g0377/5819,165
alumno/n/mex_g1888/6542,165
alumno/n/arg_b1175/23804,165
alumno/n/mex_g1960/42225,165
alumno/n/col_g0749/5691,165
alumno/n/arg_g0196/31447,165
alumno/n/mex_g1873/25093,165
alumno/n/mex_b0651/1524,165
alumno/n/mex_g1736/52394,165
alumno/n/mex_b2275/880,165
alumno/n/arg_b0158/57482,165
alumno/n/arg_g0391/6051,165
alumno/n/per_g0153/49243,123
alumno/n/per_b0278/56109,29
alumno/n/col_b1204/40115,184
alumno/n/per_g0704/11083,165
alumno/n/mex_g2170/31698,165
alumno/n/per_b0428/58995,74
alumno/n/spa_b1095/3320,165
alumno/n/arg_b0460/2246,40
alumno/n/spa_b3975/19244,165
alumno/n/per_b0332/57011,165
alumno/n/mex_b1904/15040,52
alumno/n/per_b0416/12705,160
alumno/n/per_g0245/48444,188
alumno/n/per_g0193/21945,165
alumno/n/col_b0503/57735,184
alumno/n/per_b1130/49154,165
alumno/n/per_b1124/53120,74
alumno/n/per_b0555/41439,165
alumno/n/per_g0820/38420,165
alumno/n/spa_g0033/27411,165
alumno/n/per_g0883/40273,165
alumno/n/per_g0343/8669,165
alumno/n/per_g0101/40359,165
alumno/n/arg_b0039/11134,165
alumno/n/per_b0578/3211,29
alumno/n/mex_b1202/20083,165
alumno/n/col_g0509/4064,165
alumno/n/arg_g0456/14110,160
alumno/n/spa_g2964/7636,165
alumno/n/spa_g1188/30380,165
alumno/n/arg_g0960/46262,165
alumno/n/usa_b0146/5615,44
alumno/n/arg_b1212/18625,165
alumno/n/usa_b0707/13123,165
alumno/n/arg_b0008/25543,165
alumno/n/spa_b1539/27210,165
alumno/n/mex_b0214/7012,165
alumno/n/usa_g1025/52573,70
alumno/n/per_b0096/26404,165
alumno/n/usa_g1008/23738,68
alumno/n/col_b0791/17474,165
alumno/n/usa_b1116/55077,-1
alumno/n/per_g0273/38256,165
alumno/n/spa_b1357/62207,54
alumno/n/col_g0102/49353,165
alumno/n/arg_g0895/26704,109
alumno/n/mex_b0902/36782,-1
alumno/n/col_g1334/33408,165
alumno/n/arg_g0960/46609,165
alumno/n/spa_b3020/30665,-1
alumno/n/usa_b1120/14316,165
alumno/n/col_g1567/30812,-1
alumno/n/mex_g2472/43116,-1
alumno/n/arg_b1028/42999,95
alumno/n/per_g0704/1941,165
alumno/n/mex_g0193/44170,165
alumno/n/spa_g3012/10848,69
alumno/n/arg_g1493/16317,165
alumno/n/arg_g1817/58945,165
alumno/n/per_b0688/53866,165
alumno/n/arg_g1220/10565,165
alumno/n/col_b1366/31659,81
alumno/n/spa_g2899/19363,165
alumno/n/usa_b1423/26926,18
alumno/n/spa_g1216/20314,89
alumno/n/spa_g2964/8075,165
alumno/n/spa_g1163/52874,165
alumno/n/usa_g0330/19572,114
alumno/n/spa_g2830/22503,165
alumno/n/mex_g1132/42007,127
alumno/n/spa_g1153/40710,165
alumno/n/per_g0702/4262,142
alumno/n/arg_g0159/28033,165
alumno/n/mex_g1134/20327,165
alumno/n/spa_b3741/39807,165
alumno/n/mex_b1214/109,165
alumno/n/arg_b0047/15097,165
alumno/n/per_g0704/51617,165
