_id	model.x	model.y	clust_3	lemma	newspaper	country	formality	_cws.model	_ctxt.model	disambiguation
laaiend/adj/parool_20000329_73/286	24.63298154	-16.77163824	1	laaiend	parool	Netherlands	popular	VVD/name;CDA/name;ben/verb;enthoesiast/adj;over/prep;plan/noun;voor/prep	<small>2010 moet de weg aangelegd zijn . De Tweede Kamer is verdeeld over de plannen</small> . <u>VVD</u><sup>8.468</sup> en <u>CDA</u><sup>2.593</sup> <u>zijn</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> de <u>plannen</u><sup>15.903</sup> <u>voor</u><sup>14.139</sup> <small>de A4 . Volgens VVD-Kamerlid Hofstra maakt Netelenbos zichzelf ' onsterfelijk populair ' als zij</small>	very
laaiend/adj/nrc_handelsblad_20020216_138/2022	59.07941899	-28.91761916	1	laaiend	nrc_handelsblad	Netherlands	quality	gezelschap/noun;reageer/verb;enthoesiast/adj;compliment/noun;regen/verb;het/noun	<small>" Twee maanden later kwamen we opnieuw bij elkaar . De auto werd opnieuw onthuld</small> en nu <u>reageerde</u><sup>179.091</sup> het <u>gezelschap</u><sup>2.715</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> . <u>Het</u><sup>4.629</sup> <u>regende</u><sup>2.158</sup> <u>complimenten</u><sup>3.46</sup> <small>. ` Geweldig , nu is ie af ' en ` Je hebt precies de</small>	very
laaiend/adj/het_laatste_nieuws_20020814_01_142/407	58.83188018	-3.341201965	1	laaiend	het_laatste_nieuws	Belgium	popular	Opglabbeek/name;gemeente_bestuur/noun;ben/verb;van/prep;enthoesiast/adj;heb/verb	<small>werd het kantoorgebouw van Velda , langs de Weg naar Zwartberg , al gerenoveerd .</small> Het <u>gemeentebestuur</u><sup>2.441</sup> <u>van</u><sup>8.872</sup> <u>Opglabbeek</u><sup>5.079</sup> <u>is</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> . andquot; We <u>hebben</u><sup>2.555</sup> <small>altijd volop onze medewerking gegeven bij deze dossiers andquot; , zegt burgemeester Benny Spreeuwers .</small>	very
laaiend/adj/de_morgen_20020702_01_15/466	-30.07063708	22.34744648	2	laaiend	de_morgen	Belgium	quality	niet/adv;ben/verb;reactie/noun;cynisch/adj;laatdunkend/adj	<small>ze zin geven aan het leven van mensen en moesten ze het sociale weefsel versterken</small> . De <u>reacties</u><sup>91.428</sup> <u>zijn</u><sup>652.426</sup> <u>niet</u><sup>6.371</sup> <span class='target'>laaiend</span> , eerder <u>cynisch</u><sup>2.603</sup> of <u>laatdunkend</u><sup>7.02</sup> <small>. Als in die periode de zaak-Reve uitbarst , waarbij Anciaux frontaal met de schrijvers</small>	other
laaiend/adj/parool_20011201_0/385	44.38794995	-1.562419861	1	laaiend	parool	Netherlands	popular	ben/verb;publiek/noun;enthoesiast/adj	<small>wij waren unaniem van mening dat dit concert het concert van het jaar was .</small> Overigens <u>was</u><sup>652.426</sup> het hele <u>publiek</u><sup>256.994</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> , waarbij op een <small>gegeven moment de keurige stoeltjes werden verlaten . Wat een sfeer ! Niet gek voor</small>	very
woedend/adj/nrc_handelsblad_20000417_29/167	3.364502937	7.298735553	3	woedend	nrc_handelsblad	Netherlands	quality	protesteer/verb;door/prep;tegen/prep;moslim_groepering/noun;Salman/name;Rushdie/name	<small>breuk tussen hemzelf en India nu hersteld zou worden . Op straat werd er echter</small> <u>tegen</u><sup>16.053</sup> zijn aanwezigheid <u>geprotesteerd</u><sup>44.276</sup> <u>door</u><sup>200.368</sup> <span class='target'>woedende</span> <u>moslim-groeperingen</u><sup>4.986</sup> . " <u>Salman</u><sup>1.961</sup> <u>Rushdie</u><sup>1.128</sup> <small>, down , down " , schreeuwden zo'n 500 in traditionele kledij gehulde demonstranten ,</small>	furious
laaiend/adj/de_morgen_20030214_01_85/438	43.04577375	-27.86439547	1	laaiend	de_morgen	Belgium	quality	;enthoesiast/adj;over/prep;Clijsters/name;Matteo/name	<small>en tot ieders tevredenheid raakte enkele maanden later de driejarige deal met Fila International rond</small> . Daar blijken ze nu <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> <u>Clijsters</u><sup>5.435</sup> . <u>Matteo</u><sup>6.153</sup> <small>Pastore is global sport marketing director bij het Fila-hoofdkwartier in het Italiaanse Biella : "</small>	very
woedend/adj/het_nieuwsblad_20010822_01_392/79	3.418113367	-46.08565065	3	woedend	het_nieuwsblad	Belgium	popular	reageer/verb;vakbond/noun;verlies/verb;dreig/verb;actie/noun;met/prep	<small>maatregel dreigen 33 werknemers - -bijna één vierde van het personeel- - hun job te</small> <u>verliezen</u><sup>3.178</sup> . De <u>vakbonden</u><sup>163.865</sup> <u>reageren</u><sup>6020.606</sup> <span class='target'>woedend</span> en <u>dreigen</u><sup>79.728</sup> <u>met</u><sup>134.896</sup> harde <u>acties</u><sup>41.971</sup> <small>. In DME-Mechelen zullen de magazijnactiviteiten voor Europa worden gecentraliseerd . Niettemin verliezen 33 van</small>	furious
woedend/adj/nrc_handelsblad_20010825_19/351	10.92971476	12.96823837	3	woedend	nrc_handelsblad	Netherlands	quality	berg/noun;van/prep;museum/noun;verlaat/verb;Oostendse/adj	<small>, volgens afspraak , zelf naar de foto zoeken om vervolgens aan te lopen tegen</small> een <u>berg</u><sup>1.545</sup> <u>van</u><sup>1.792</sup> formaliteiten . <span class='target'>Woedend</span> de <u>Oostendse</u><sup>1.401</sup> <u>musea</u><sup>1.099</sup> <u>verlaten</u><sup>172.566</sup> , <small>niets ingezien . Inmiddels arriveerde een brief van hen in Boijmans dat de betreffende foto</small>	furious
laaiend/adj/volkskrant_20010428_12/3887	-6.797783613	19.74871339	3	laaiend	volkskrant	Netherlands	quality	dus/adv;te/adv;er/adv;in/prep	<small>bent dat te aanvaarden is het mooi , een levensfase die gerespecteerd moet worden .</small> Dat maakt hem <u>dus</u><sup>2.127</sup> zo <span class='target'>laaiend</span> als <u>er</u><sup>9.21</sup> <u>in</u><sup>18.376</sup> Nederland <u>te</u><sup>3.66</sup> <small>lichtzinnig over euthanasie gedacht wordt . Marie is er ook weleens even af , dan</small>	furious
laaiend/adj/algemeen_dagblad_20000907_35/775	27.54372051	-18.9080825	1	laaiend	algemeen_dagblad	Netherlands	popular	Balme/name;in/prep;pers_map/noun;ben/verb;enthoesiast/adj;over/prep;van/prep	<small>David Balme op en vroeg hem als adviseur bij de productie betrokken te zijn .</small> <u>In</u><sup>18.376</sup> de <u>persmap</u><sup>8.677</sup> <u>is</u><sup>652.426</sup> <u>Balme</u><sup>15.186</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> de kennis <u>van</u><sup>8.872</sup> <small>Mostow . " Ik vermoed daarom dat het Engelse publiek zeer van deze film zal</small>	very
woedend/adj/algemeen_dagblad_19991108_19/277	-61.99327342	29.62271045	2	woedend	algemeen_dagblad	Netherlands	popular	wijs_af/verb;ben/verb;Veldhuisen/name;Jaap/name;zeg/verb	<small>) haar beloften over ` goede nazorg ' niet nakomt door de aansprakelijk af te</small> <u>wijzen</u><sup>2.053</sup> . " Ik <u>ben</u><sup>2501.793</sup> <span class='target'>woedend</span> " , <u>zegt</u><sup>23.598</sup> <u>Jaap</u><sup>2.805</sup> <u>Veldhuisen</u><sup>7.119</sup> <small>uit Grootebroek , die worstelt met de nasleep van zijn ziekte . " Dit is</small>	furious
laaiend/adj/nrc_handelsblad_20021012_205/657	-29.3679318	23.75522398	2	laaiend	nrc_handelsblad	Netherlands	quality	niet/adv;reactie/noun;Bootsma/name;ben/verb	<small>alleen goed voor de omgeving , maar ook voor jullie pr . " Gevraagd naar</small> een <u>reactie</u><sup>91.428</sup> klinkt <u>Bootsma</u><sup>9.37</sup> <u>niet</u><sup>6.371</sup> <span class='target'>laaiend</span> : " Wij <u>zijn</u><sup>652.426</sup> een <small>weg aan het bouwen , daar zijn we voor ingehuurd . Dat mag niet vertraagd</small>	other
laaiend/adj/het_laatste_nieuws_20040626_01_405/262	34.74705894	-15.420032	1	laaiend	het_laatste_nieuws	Belgium	popular	niet/adv;ben/verb;echt/adj;enthoesiast/adj;over/prep;nieuw/adj	<small>Brussel . VIJGENBOOM De uitbaters van de bruine kroeg café Dada aan de achterkant van</small> het Huis <u>zijn</u><sup>652.426</sup> <u>niet</u><sup>6.371</sup> <u>echt</u><sup>4.389</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> hun <u>nieuwe</u><sup>1.489</sup> buren <small>. andquot; We worden onteigend andquot; , zucht cafébaas Janssens . andquot; Het ergste is</small>	very
laaiend/adj/het_nieuwsblad_19991018_01_106/1205	-11.56274884	3.532164026	3	laaiend	het_nieuwsblad	Belgium	popular	door/prep;Poperinge/name;ondersteund/adj;meerwaarde/noun;kan/verb;val_aan/adj	<small>de basis van twee dominerende sets leggen . Wel stereotiep volleybal aan beide kanten ,</small> maar <u>Poperinge</u><sup>2.573</sup> <u>ondersteund</u><sup>5.893</sup> <u>door</u><sup>4.354</sup> een <span class='target'>laaiend</span> supportersenthousiasme <u>kon</u><sup>8.142</sup> zijn <u>aanvallende</u><sup>2.079</sup> <u>meerwaarde</u><sup>3.011</sup> <small>in dubbele deelwinst omzetten . De vierde beurt liet de thuisloeg Waregem weer in de</small>	burning
woedend/adj/nrc_handelsblad_20011103_166/1922	-22.97846289	-31.64857316	3	woedend	nrc_handelsblad	Netherlands	quality	herinnering/noun;gokker/noun;over/prep;spuug/verb	<small>Riviera Hotel , een van de oudere hotel-casino's aan de Strip . Ze haalt gretig</small> <u>herinneringen</u><sup>2.578</sup> op . <u>Gokkers</u><sup>2.186</sup> die <span class='target'>woedend</span> <u>over</u><sup>1768.193</sup> de tafels <u>spuugden</u><sup>6.505</sup> als <small>ze een rampzalige kaart kregen , scheldpartijen over en weer , de dunne scheidslijn tussen</small>	furious
laaiend/adj/de_standaard_20000119_01_11/531	-7.183590856	3.362984098	3	laaiend	de_standaard	Belgium	quality	uitloper/noun;van/prep;romantiek/noun;19de-eeuwse/adj;ook/adv	<small>, die het afscheid vereeuwigde van een man en zijn vrouw die op zee verdronk</small> -- een <u>uitloper</u><sup>5.797</sup> <u>van</u><sup>8.872</sup> de <span class='target'>laaiende</span> <u>19de-eeuwse</u><sup>5.971</sup> <u>romantiek</u><sup>3.706</sup> . <u>Ook</u><sup>3.421</sup> de <small>taferelen van Winslow Homer en Paul Joseph Jamin - - die je nu nog in</small>	other
woedend/adj/volkskrant_20010727_67/78	10.11531324	-40.22737343	3	woedend	volkskrant	Netherlands	quality	autoriteit/noun;reageer/verb;oppositie/noun;weigering/noun;op/prep;van/prep	<small>aanklagers hebben gisteren een derde onderzoek geopend naar het gebruik van buitensporig geweld door de</small> <u>autoriteiten</u><sup>26.317</sup> . De <u>oppositie</u><sup>140.743</sup> <u>reageerde</u><sup>6020.606</sup> <span class='target'>woedend</span> <u>op</u><sup>792.851</sup> de <u>weigering</u><sup>32.899</sup> <u>van</u><sup>1.792</sup> Berlusconi's <small>Vrijheidsalliantie . Zij eiste eerder het aftreden van minister Claudio Scajola van Binnenlandse Zaken .</small>	furious
laaiend/adj/het_laatste_nieuws_20000311_01_819/75	34.6456939	-13.74277955	1	laaiend	het_laatste_nieuws	Belgium	popular	Antonis/name;ben/verb;voor/prep;enthoesiast/adj;over/prep	<small>ze versleten wordt . Ik kan het weten , want ik woon er . andquot;</small> Schepen <u>voor</u><sup>14.139</sup> cultuur <u>Antonis</u><sup>5.737</sup> <u>is</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> het festival andquot; <small>De Lente van Borgerhout andquot; dat gisteren werd voorgesteld . Kurt DE GENDT De Borgerhoutse</small>	very
laaiend/adj/volkskrant_20010921_94/23	70.32070438	-5.440835276	1	laaiend	volkskrant	Netherlands	quality	benoem/verb;heb/verb;ben/verb;enthoesiast/adj;1779/noun;in/prep	<small>Carl August , de hertog van Saksen-Weimar die de dichter Goethe tot een van zijn</small> ministers <u>had</u><sup>2.555</sup> <u>benoemd</u><sup>1.12</sup> , <u>was</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> . <u>In</u><sup>18.376</sup> <u>1779</u><sup>12.833</sup> bezocht <small>hij het grote huis aan de Hirschgraben in Frankfurt , waar in 1749 Johann Wolfgang</small>	very
woedend/adj/de_morgen_19991106_01_128/2051	5.299982878	-33.24839875	3	woedend	de_morgen	Belgium	quality	laat/adj;van/prep;reactie/noun	<small>stad trokken . Achenbachs uitspraak dat de herfst van 1989 niet hip is , lokt</small> een paar dagen <u>later</u><sup>2.409</sup> een <span class='target'>woedende</span> <u>reactie</u><sup>1694.794</sup> uit <u>van</u><sup>1.792</sup> de grijzende <small>Günter Lipov , vijftiger en arts . In zijn praktijk in een hoge torenflat even</small>	furious
laaiend/adj/de_morgen_20000212_01_2/15	28.5315769	-16.57506221	1	laaiend	de_morgen	Belgium	quality	Brits/adj;archeoloog/noun;ben/verb;enthoesiast/adj;over/prep;ontdekking/noun;van/prep	<small>Maandag Britse archeologen zijn</small> Maandag <u>Britse</u><sup>18.48</sup> <u>archeologen</u><sup>3.716</sup> <u>zijn</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> de <u>ontdekking</u><sup>1.981</sup> <u>van</u><sup>8.872</sup> <small>een drieduizend jaar oude Egyptische sculptuur . De vondst werd niet gedaan in Egypte ,</small>	very
woedend/adj/algemeen_dagblad_20040628_67/23	-21.04579065	-27.67062809	3	woedend	algemeen_dagblad	Netherlands	popular	over/prep;handschoen/noun;Gibernau/name;smijt/verb;op/prep	<small>Rossi keek niet op of om , trok er tussenuit en raasde als eerste over</small> eerste <u>over</u><sup>1768.193</sup> de finish . <span class='target'>Woedend</span> <u>smeet</u><sup>193.911</sup> <u>Gibernau</u><sup>5.261</sup> zijn <u>handschoenen</u><sup>5.568</sup> <u>op</u><sup>792.851</sup> <small>de grond . Zijn hele wezen spuwde vuur , toen hij zijn helm met een</small>	furious
woedend/adj/volkskrant_20040308_74/160	-3.193033692	28.78241382	3	woedend	volkskrant	Netherlands	quality	in/prep;tussen/prep;foyer/noun;stel_DIM/noun	<small>Hun koffie laten de bezoekers er even voor staan . Want het is vechten geblazen</small> <u>in</u><sup>252.829</sup> de <u>foyer</u><sup>1.174</sup> <u>tussen</u><sup>18.234</sup> een <span class='target'>woedende</span> dame en een irritant <u>stelletje</u><sup>1.0</sup> <small>corpsballen . De dame is buiten zinnen , ze slingert de man de grofste scheldwoorden</small>	furious
laaiend/adj/de_standaard_20040623_01_131/1029	-12.2656163	-24.4311805	3	laaiend	de_standaard	Belgium	quality	jaar/noun;project/noun;tot/prep;ruzie/noun;paramilitair/adj	<small>. Er moést iets gebeuren , niemand kon zo nog verder . " Begin vorig</small> <u>jaar</u><sup>24.866</sup> leidde het <u>project</u><sup>7.837</sup> <u>tot</u><sup>4.891</sup> <span class='target'>laaiende</span> <u>ruzies</u><sup>181.103</sup> tussen de verschillende <u>paramilitaire</u><sup>5.638</sup> <small>groepen die de Shankill verzieken , en uit angst voor represailles durfden aanvankelijk nauwelijks arbeiders</small>	furious
woedend/adj/nrc_handelsblad_20030602_49/108	-47.41051942	-2.142093287	3	woedend	nrc_handelsblad	Netherlands	quality	medicus/noun;ben/verb;op/prep;Europese/name	<small>worden ondergeschikt gemaakt aan die van de farmaceutische industrie . " Europese organisaties van patiënten</small> , <u>medici</u><sup>3.957</sup> en zorgverzekeraars <u>zijn</u><sup>2501.793</sup> <span class='target'>woedend</span> <u>op</u><sup>792.851</sup> de <u>Europese</u><sup>1.283</sup> Commissie . <small>Zij vinden dat in de nieuwe EU-richtlijn voor het op de markt brengen van innovatieve</small>	furious
woedend/adj/de_morgen_20041106_01_121/4172	-55.96799497	28.34596221	2	woedend	de_morgen	Belgium	quality	voorstelling/noun;kom/verb;ontroerd/adj;ben/verb;geïrriteerd/adj	<small>ondervonden dat dat naïef is . Ik ben al blij wanneer een mens uit mijn</small> <u>voorstelling</u><sup>1.574</sup> <u>komt</u><sup>19.113</sup> en <u>ontroerd</u><sup>2.015</sup> , <span class='target'>woedend</span> of <u>geïrriteerd</u><sup>7.498</sup> <u>is</u><sup>2501.793</sup> . Zolang <small>het maar geen onverschilligheid is . Ik hoop dat die emotie die mens dan iets</small>	furious
laaiend/adj/het_laatste_nieuws_20020111_01_153/523	40.83662265	-18.62711175	1	laaiend	het_laatste_nieuws	Belgium	popular	ben/verb;Passel/name;Diest/name;enthoesiast/adj;over/prep;KVT/name	<small>passen bij wie ik in het dagelijks leven ben , bij mijn eigen karakter .</small> andquot; Marcel Van <u>Passel</u><sup>6.675</sup> <u>is</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>over</u><sup>477.063</sup> <u>KVT</u><sup>12.112</sup> <u>Diest</u><sup>5.605</sup> , <small>het gezelschap waarbij hij een vaste waarde is geworden . andquot; Voor mij is het</small>	very
woedend/adj/nrc_handelsblad_20001111_35/383	-17.49490474	-1.954011361	3	woedend	nrc_handelsblad	Netherlands	quality	toon/verb;ook/adv;maar/adv;Odysseas/name;ouder/noun	<small>boycotten als Odysseas de vlag zou torsen . Intussen waren de media op het plaatsje</small> neergestreken . Zij <u>toonden</u><sup>2.908</sup> de <span class='target'>woedende</span> <u>ouders</u><sup>32.712</sup> , <u>maar</u><sup>15.218</sup> <u>ook</u><sup>53.761</sup> <u>Odysseas</u><sup>10.574</sup> <small>, die in tranen meldde af te zien van deelname aan de parade . De</small>	furious
laaiend/adj/algemeen_dagblad_20000920_52/284	56.22677539	-3.999205754	1	laaiend	algemeen_dagblad	Netherlands	popular	VVD/name;versoepel/verb;ben/verb;enthoesiast/adj;van/prep	<small>meer geld ; de strakke begrotingsregels van minister Zalm ( Financiën ) moeten daarvoor worden</small> <u>versoepeld</u><sup>4.551</sup> . De <u>VVD</u><sup>8.468</sup> <u>is</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> en spreekt <u>van</u><sup>8.872</sup> ` <small>een spectaculaire begroting die zijn weerga niet kent ' . Aanpassing van begrotingsregels van minister</small>	very
woedend/adj/volkskrant_20041009_187/112	-33.46387227	19.96060534	2	woedend	volkskrant	Netherlands	quality	ben/verb;woedend/adj;kan/verb;nu/adv;De/name;van/prep	<small>alleen hun eigen lonen ja die stijgen nog wel Refrein : Wij zijn wij zijn</small> <u>woedend</u><sup>226.366</sup> Wij <u>zijn</u><sup>2501.793</sup> wij <u>zijn</u><sup>2501.793</sup> <span class='target'>woedend</span> <u>Nu</u><sup>34.145</sup> <u>kun</u><sup>140.879</sup> je <u>van</u><sup>1.792</sup> <u>De</u><sup>1.56</sup> <small>Internationale veel zeggen , maar daar is indertijd toch iets langer dan een halfuur over</small>	furious
laaiend/adj/algemeen_dagblad_20010611_33/620	50.7401366	0.554653989	1	laaiend	algemeen_dagblad	Netherlands	popular	ben/verb;fan/noun;enthoesiast/adj;Spanjaard/noun;ben/verb	<small>pas zeven jaar . De laatste jaren is het helemaal uit de hand gelopen .</small> ' De buitenlandse <u>fans</u><sup>9.753</sup> <u>zijn</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> , de <u>Spanjaarden</u><sup>1.806</sup> <u>zijn</u><sup>652.426</sup> <small>een tikkeltje teleurgesteld dat wereldburger Madonna maar weinig heeft gedaan met het gegeven dat Barcelona</small>	very
laaiend/adj/nrc_handelsblad_20020503_157/288	-2.217638387	30.8184813	3	laaiend	nrc_handelsblad	Netherlands	quality	in/prep;augustus_zon/noun;werk/adj	<small>de Noord-Nederlandse literatuur onvindbaar zijn . Ik herinner me levendig de passage waarin een van</small> de personen , <u>in</u><sup>18.376</sup> de <span class='target'>laaiende</span> <u>augustuszon</u><sup>14.101</sup> <u>werkend</u><sup>2.244</sup> op de vlasaard <small>, de vlasakker , door de hitte wordt bevangen . In barok , beeldend taalgebruik</small>	burning
laaiend/adj/parool_19990329_174/564	-47.50084885	37.26490078	2	laaiend	parool	Netherlands	popular	justitie/noun;ben/verb;aldus/prep	<small>door justitie en de korpsleiding steeds bewust onkundig gehouden van het lopende onderzoek . Politie</small> en <u>justitie</u><sup>1.979</sup> <u>zijn</u><sup>652.426</sup> overigens ' <span class='target'>laaiend</span> ' , <u>aldus</u><sup>3.156</sup> een bron <small>, dat de zaak voortijdig naar buiten is gekomen en leggen de schuld daarvoor bij</small>	furious
woedend/adj/de_standaard_20030505_01_120/52	0.79911374	-41.12522733	3	woedend	de_standaard	Belgium	quality	bewoner/noun;reageer/verb;in/prep;Hoeikensstraat/noun;plan/noun;voor/prep	<small>en vervuilde bedrijventerreinen in Willebroek-Noord stoten op hevig verzet van de omwonenden . Vooral de</small> <u>bewoners</u><sup>87.06</sup> <u>in</u><sup>252.829</sup> de <u>Hoeikensstraat</u><sup>10.574</sup> <u>reageren</u><sup>6020.606</sup> <span class='target'>woedend</span> . De <u>plannen</u><sup>27.26</sup> <u>voor</u><sup>301.049</sup> de <small>' herwaardering ' van Willebroek-Noord zijn bijna klaar . De verlaten industriële sites tussen het</small>	furious
woedend/adj/het_laatste_nieuws_19990619_01_154/249	-12.70568407	8.550018763	3	woedend	het_laatste_nieuws	Belgium	popular	sis/verb;bedreig/verb;Dubois/name;wil/verb	<small>garage moeten slopen . andquot; In Limburg worden momenteel 78 illegale bouwwerken direct met sloping</small> <u>bedreigd</u><sup>44.788</sup> andquot; , <u>sist</u><sup>7.655</sup> <u>Dubois</u><sup>13.49</sup> <span class='target'>woedend</span> . andquot; We <u>willen</u><sup>24.848</sup> druk <small>uitoefenen op de VLD , zodat zij in de Vlaamse regering Ruimtelijke Ordening naar zich</small>	furious
laaiend/adj/nrc_handelsblad_20020330_155/1460	-10.49223726	-24.71228939	3	laaiend	nrc_handelsblad	Netherlands	quality	kan/verb;zwem/verb;ruzie/noun;maand/noun	<small>dat niet weten . Wij móesten kopje onder : ze hebben ons laten verzuipen voordat</small> we <u>konden</u><sup>8.142</sup> <u>zwemmen</u><sup>1.174</sup> . " <span class='target'>Laaiende</span> <u>ruzie</u><sup>181.103</sup> Een paar <u>maanden</u><sup>2.728</sup> voordat <small>de commissie-Van Dijk rapporteert vindt december 1994 een gebeurtenis plaats die later cruciaal blijkt voor</small>	furious
laaiend/adj/volkskrant_20010511_35/2873	67.52486331	-23.24611575	1	laaiend	volkskrant	Netherlands	quality	deel_uit/verb;tegenzin/noun;als/prep;met/prep;enthoesiast/adj;jury/noun;betoon/verb	<small>Het juryrapport gewaagt van ' boeiend ' en ' treffend ' ; zuinige pluimpjes ,</small> <u>als</u><sup>2.838</sup> <u>met</u><sup>25.387</sup> <u>tegenzin</u><sup>5.011</sup> <u>uitgedeeld</u><sup>1.096</sup> . <span class='target'>Laaiend</span> <u>enthousiast</u><sup>6715.698</sup> <u>betoont</u><sup>5.058</sup> de <u>jury</u><sup>13.111</sup> zich <small>alleen over Franklin van Tomas Lieske , een opzichtige kunstroman waarin loos gefreak moet doorgaan</small>	very
laaiend/adj/parool_20030927_54/144	-10.89954453	-21.94726447	3	laaiend	parool	Netherlands	popular	heb/verb;vak_beweging/noun;ruzie/noun;met/prep	<small>bijvoorbeeld het aanpakken van de werkloosheid , de WAO en het betaalbaar houden van pensioenen</small> . Het kabinet <u>had</u><sup>2.555</sup> daarover <span class='target'>laaiende</span> <u>ruzie</u><sup>181.103</sup> <u>met</u><sup>25.387</sup> de <u>vakbeweging</u><sup>3.87</sup> en <small>de werkgevers . De FNV en het CNV hadden gedreigd niet naar het najaarsoverleg te</small>	furious
woedend/adj/parool_20000209_112/440	-34.96797899	14.30494955	2	woedend	parool	Netherlands	popular	heb/verb;ben/verb;trap/verb;bewoner/noun;word/verb;voor/prep	<small>De huurders hadden gebeld , omdat nu Inden zelf één van hen in de maag</small> <u>had</u><sup>11.105</sup> <u>getrapt</u><sup>25.141</sup> . Hij <u>was</u><sup>2501.793</sup> <span class='target'>woedend</span> <u>geworden</u><sup>22.687</sup> omdat enkele <u>bewoners</u><sup>87.06</sup> <u>voor</u><sup>301.049</sup> <small>de huurcommissie foto's hadden gemaakt van rotzooi in de gang . Afgezien van al deze</small>	furious
woedend/adj/de_morgen_20021021_01_25/286	-13.99762234	-8.529270975	3	woedend	de_morgen	Belgium	quality	beschuldiging/noun;maak/verb;kwets/verb	<small>. " Ik heb gehoord dat de woordvoerster van de Dienst Vreemdelingenzaken dat gezegd heeft</small> . Die <u>beschuldiging</u><sup>127.279</sup> <u>maakt</u><sup>42.383</sup> me <span class='target'>woedend</span> en <u>kwetst</u><sup>2.674</sup> me diep . <small>Luister , die vrouw beseft nog niet de helft van wat ik heb meegemaakt .</small>	furious
woedend/adj/nrc_handelsblad_20011009_5/308	-57.93882674	37.39287652	2	woedend	nrc_handelsblad	Netherlands	quality	wonder/noun;ben/verb	<small>op de neus krijgen , zullen ze hun greep op de beste plekjes moeten verslappen</small> . Geen <u>wonder</u><sup>2.316</sup> dat Ryanair <span class='target'>woedend</span> <u>is</u><sup>2501.793</sup> dat overheden proberen hun <small>nationale maatschappijen te hulp te schieten . Het concern wil dat ze failliet gaan .</small>	furious
laaiend/adj/de_standaard_20000414_01_90/161	57.50045722	5.142181317	1	laaiend	de_standaard	Belgium	quality	speler/noun;ben/verb;samenwerking/noun;enthoesiast/adj;Higginbotham/name;Danny/name;speel/verb	<small>Dan sta je als bestuur machteloos . Maar net daar zit de meerwaarde van die</small> <u>samenwerking</u><sup>7.319</sup> . Onze <u>spelers</u><sup>1.803</sup> <u>zijn</u><sup>652.426</sup> <span class='target'>laaiend</span> <u>enthousiast</u><sup>6715.698</sup> . <u>Danny</u><sup>3.963</sup> <u>Higginbotham</u><sup>23.818</sup> <u>speelde</u><sup>2.025</sup> <small>hier vorig seizoen en is helemaal gek van Antwerp . Als we hem lieten beslissen</small>	very
woedend/adj/volkskrant_20000331_6/461	7.892951828	-31.20971074	3	woedend	volkskrant	Netherlands	quality	Richards/name;krijg/verb;zelfmoord/noun;politie/noun;volgens/prep;reactie/noun	<small>gesprek van zes minuten werd live uitgezonden . De vrouw bleef ongedeerd , Carr pleegde</small> <u>zelfmoord</u><sup>5.859</sup> . Maar <u>Richards</u><sup>15.895</sup> <u>kreeg</u><sup>11.45</sup> <span class='target'>woedende</span> <u>reacties</u><sup>1694.794</sup> . <u>Volgens</u><sup>5.026</sup> de <u>politie</u><sup>10.73</sup> <small>vertraagde hij de ontknoping van de gijzeling en zette hij levens op het spel om</small>	furious
laaiend/adj/de_morgen_20021002_01_31/474	-9.403586638	-24.43461395	3	laaiend	de_morgen	Belgium	quality	krom/adj;ruzie/noun	<small>jongen vreemde Indische keuken is geen sprake meer . De energieke en kolerieke vader met</small> de <u>kromme</u><sup>4.901</sup> benen . De <span class='target'>laaiende</span> <u>ruzies</u><sup>181.103</sup> , waarna de moeder <small>ermee dreigt op te stappen . De drie zussen die een apart verbond met de</small>	furious
