tokid	tsne.x	tsne.y	clust_4	lemma	century
vernielen/coor001oogh01_01.meta/10300	1.2485301228551	-34.3995912633018	2	vernielen	16_17
vernielt/swaa003herb01_01.meta/207230	-2.23598929393538	19.6112547266496	1	vernielen	16_17
vernielen/swaa003kodd01_01.meta/55197	2.43145533609661	11.8417368074479	1	vernielen	16_17
vernielen/post003rein01_01.meta/206438	-10.234156340771	14.0538721433096	1	vernielen	16_17
vernielen/vond001dewe06_01.meta/261967	23.1655622388631	-11.6465729258062	4	vernielen	16_17
vernietigd/pety002jmer01_01.meta/19586	-8.14385266952303	-7.42247754062053	1	vernietigen	16_17
vernielen/coor001toet02_01.meta/46837	12.5392293055137	-7.61734125460401	2	vernielen	16_17
vernielt/vond001dewe01_01.meta/73097	9.70708609826895	-14.8536200571504	2	vernielen	16_17
vernielen/effe001holl03_01.meta/18891	9.82914530851922	30.5670784533216	1	vernielen	16_17
vernield/hart038besc01_01.meta/77279	0.279346253175241	-14.4753631693338	2	vernielen	16_17
vernietigen/_den001denk03_01.meta/136582	-1.26620378721984	8.6654129244461	1	vernietigen	16_17
vernietigen/kink001post01_01.meta/19036	-18.6224335970315	-7.19752335180699	1	vernietigen	16_17
vernielen/mart021kate01_01.meta/57158	-0.592283022323288	37.2898313363055	1	vernielen	16_17
verniele/vond001dewe05_01.meta/386319	24.9394571001788	-25.43325333759	4	vernielen	16_17
vernielen/post003rein01_01.meta/215587	16.2980995471579	15.77800987702	3	vernielen	16_17
vernietigt/corv001toon01_01.meta/66083	-20.7973027400713	6.89349118053821	1	vernietigen	16_17
vernield/woen003lant01_01.meta/14736	13.2197314910052	14.8287701058975	3	vernielen	16_17
vernielen/coor001cort02_01.meta/6263	-1.38556188483217	-22.6303135396461	2	vernielen	16_17
vernielde/_den001denk08_01.meta/857	25.9135724674753	2.14657721225332	4	vernielen	16_17
vernielt/coor001vree01_01.meta/70331	-4.94102150508061	-29.8160955257066	2	vernielen	16_17
vernielen/brun002wets01_01.meta/6558	14.7964928252311	-2.70835031673117	4	vernielen	16_17
vernielen/vond001dewe07_01.meta/353909	26.1478333487873	-8.83564764242769	4	vernielen	16_17
vernield/hart038besc01_01.meta/317378	-27.8161345202537	1.41431345435537	1	vernielen	16_17
vernielen/coor001oors02_01.meta/46957	-14.63198888099	31.911505697391	1	vernielen	16_17
vernielen/coor001toet02_01.meta/16864	1.74723252992789	-43.9079964707861	1	vernielen	16_17
vernield/wolf016corn03_01.meta/107717	18.646067719142	32.0253729325781	1	vernielen	16_17
vernielen/_tem002temp01_01.meta/4434	-26.7705360276062	0.92476081336428	1	vernielen	16_17
vernield/hart038besc01_01.meta/171505	3.31341491828754	0.842770876952795	1	vernielen	16_17
vernielen/sucq002wech01_01.meta/176494	3.75013084212268	-9.8397240775113	2	vernielen	16_17
vernielen/coor001vree01_01.meta/85689	-7.408145462605	-29.6099717919204	2	vernielen	16_17
vernielt/post003rein01_01.meta/26167	-8.43304620753538	41.582269300729	1	vernielen	16_17
vernietige/viss002jawo01_01.meta/128300	-12.7108836448876	-20.0053825068125	4	vernietigen	16_17
vernietigd/stij003opko01_01.meta/89027	-32.2642484016901	10.7282867786491	1	vernietigen	16_17
vernielen/coor001heme02_01.meta/62076	13.7760237896436	-31.2846519179302	2	vernielen	16_17
vernield/bruy004reiz03_01.meta/35546	-11.7478157098863	40.0940178028766	1	vernielen	16_17
vernietigen/_den001denk02_01.meta/46746	-10.13538626728	25.4584035901359	1	vernietigen	16_17
vernielen/vond001dewe05_01.meta/257434	28.5772023956421	-8.42800600838015	2	vernielen	16_17
vernielt/vond001dewe05_01.meta/101233	21.2016464242137	-17.9872310680152	4	vernielen	16_17
vernietigd/viss002jawo01_01.meta/19395	-17.3660802110228	-8.8214221771959	1	vernietigen	16_17
vernielen/woen003lant04_01.meta/25052	-3.34364177812357	12.2595594949343	1	vernielen	16_17
vernielen/coor001vand08_01.meta/3743	-2.82463189169281	-27.7968578744813	2	vernielen	16_17
vernielt/coor001vree01_01.meta/25756	-3.49616997472046	-30.2785411566646	2	vernielen	16_17
vernielen/post003rein01_01.meta/11316	1.56423935286972	25.1643727732627	1	vernielen	16_17
vernield/hart038besc01_01.meta/315382	-7.50004954424419	-0.435860162478365	1	vernielen	16_17
vernietigen/weye002amst02_01.meta/63544	-24.0269819784929	13.5144679874958	1	vernietigen	16_17
vernielt/vond001dewe08_01.meta/421367	-23.9379186490193	26.9812430218729	1	vernielen	16_17
vernielen/coor001godt02_01.meta/16886	17.6846928930807	-25.8568338131912	2	vernielen	16_17
vernielen/hoof001hwva03_01.meta/369299	15.6651470570364	-3.65255400131978	4	vernielen	16_17
vernielen/hart038besc01_01.meta/158901	28.8942641378026	2.40532747889219	4	vernielen	16_17
vernielen/post003land04_01.meta/74043	-1.78014353860237	28.4417102425746	1	vernielen	16_17
vernietigd/hart038besc01_01.meta/94136	3.30707786006581	26.2934528151792	1	vernietigen	16_17
vernietigt/_den001denk03_01.meta/12396	-24.8287620734422	-15.9146201555935	2	vernietigen	16_17
vernietigde/vond001dewe09_01.meta/375395	-11.7518453730323	-7.33206147852285	1	vernietigen	16_17
vernielt/vond001dewe04_01.meta/202793	13.7426654718046	-24.7674222808746	2	vernielen	16_17
vernietight/vond001dewe04_01.meta/463527	-22.3096582840294	-14.6280119541349	2	vernietigen	16_17
vernielen/orle001besc01_01.meta/61792	13.4331573011036	-8.68336314075239	2	vernielen	16_17
vernietigen/vond001dewe10_01.meta/249233	-13.2357025113156	-18.5023783278186	4	vernietigen	16_17
vernielen/vond001dewe05_01.meta/307631	-21.1374555863804	8.66754275688854	1	vernielen	16_17
vernietigt/_den001denk04_01.meta/78779	-16.5738840319905	11.5585632272192	1	vernietigen	16_17
vernietigt/vond001dewe08_01.meta/412319	-16.1723704827195	23.6368697028828	1	vernietigen	16_17
vernietigen/vond001dewe06_01.meta/112364	28.9141385328525	-19.3516422896278	4	vernietigen	16_17
vernietigd/smee001besc01_01.meta/100306	-24.2789081052512	19.90672761078	1	vernietigen	16_17
vernielen/vond001dewe08_01.meta/292205	-5.94360474570786	-39.5641701586714	2	vernielen	16_17
vernietigt/post003rein01_01.meta/28475	27.4084341055519	10.1598380324881	1	vernietigen	16_17
vernietigen/effe001holl05_01.meta/14060	0.226688438613055	9.70272698249684	1	vernietigen	16_17
vernietigen/wolf016corn06_01.meta/45160	-3.6437228157033	-2.41468861514831	1	vernietigen	16_17
vernielen/hond001dape02_01.meta/21129	-2.9695180462868	-34.370037668391	2	vernielen	16_17
vernietigde/vond001dewe10_01.meta/317304	4.03221765203596	17.3781753249134	1	vernietigen	16_17
vernietigd/hart038besc01_01.meta/108993	-14.6988617096128	-1.50485822063967	1	vernietigen	16_17
vernietigde/vond001dewe09_01.meta/68267	-33.3559994369977	17.8719244067963	1	vernietigen	16_17
vernielen/vond001dewe04_01.meta/152375	12.311964341489	-14.784156389751	2	vernielen	16_17
vernietig/kink001post01_01.meta/94300	-6.94488677624568	32.8366306823415	1	vernietigen	16_17
vernielen/vond001dewe01_01.meta/159171	7.70055849922684	14.5675470533846	4	vernielen	16_17
vernielde/hart038besc01_01.meta/304674	-30.759583790176	1.3153431596048	1	vernielen	16_17
vernielt/brun002wets01_01.meta/113728	11.8881239377184	-40.6614320312287	2	vernielen	16_17
vernietigen/hoof001hwva03_01.meta/53628	-16.2932443251594	-9.62864068932595	1	vernietigen	16_17
vernielen/sude003godl01_01.meta/9503	27.522773469405	6.54023863425766	4	vernielen	16_17
vernielen/vond001dewe09_01.meta/302724	24.8571198195785	-20.0881971401781	4	vernielen	16_17
vernietigd/wolf016will02_01.meta/13563	-14.1084804331694	9.21238438801548	1	vernietigen	16_17
vernielt/vond001dewe08_01.meta/293947	11.4807447259873	-7.04456430502596	2	vernielen	16_17
vernielen/coor001vand08_01.meta/17527	-10.9779121979556	-33.2585314372235	2	vernielen	16_17
vernietigen/_den001denk03_01.meta/113922	-3.6548265425762	-0.598447132635088	1	vernietigen	16_17
vernielt/sucq002wech01_01.meta/52711	-5.1162817123101	-26.4336615113069	2	vernielen	16_17
vernielen/lair001groo01_01.meta/66398	-5.54095268508084	28.79434977888	1	vernielen	16_17
vernietigen/_den001denk05_01.meta/129152	-20.2655564951345	12.9758039014673	1	vernietigen	16_17
vernietigden/kist001leve01_01.meta/23311	11.3136806609652	-19.2193040015244	1	vernietigen	16_17
vernielen/vond001dewe05_01.meta/466024	20.1793381077325	-9.36896421357584	4	vernielen	16_17
vernietigen/vond001dewe05_01.meta/33417	18.0956682864192	-26.4817897599284	2	vernietigen	16_17
vernielen/vond001dewe09_01.meta/417067	23.9961179404998	-13.7274037002182	4	vernielen	16_17
vernielen/vond001dewe05_01.meta/118103	15.0781148352063	-16.8408260366507	1	vernielen	16_17
vernielen/vond001dewe10_01.meta/264306	25.6444512784351	-25.8260029380713	4	vernielen	16_17
vernietigd/_den001denk03_01.meta/37105	-6.04271755553147	9.45787032120788	1	vernietigen	16_17
vernietigt/enge013bloe01_01.meta/45110	-14.7963907490963	20.6554422050904	1	vernietigen	16_17
vernielt/vond001dewe05_01.meta/355571	18.2905848364489	-16.1973940938632	4	vernielen	16_17
vernielt/hart038besc01_01.meta/189512	2.89798895867358	1.95886331099631	1	vernielen	16_17
vernielde/post003land04_01.meta/73289	20.2722534714813	1.21251830639174	4	vernielen	16_17
vernietigd/bruy004reiz03_01.meta/69093	-24.2564989663341	8.36893629972306	1	vernietigen	16_17
vernietigt/stij003opko01_01.meta/112241	-6.00411645755717	15.9524516996269	1	vernietigen	16_17
vernietigen/duij002leve01_01.meta/65806	-8.50715435360037	-29.4228455454297	2	vernietigen	16_17
vernietigd/vond001dewe04_01.meta/91675	-10.4140672767378	-7.23044080025595	1	vernietigen	16_17
vernielt/coor001vand05_01.meta/53563	-17.6759409981689	-33.7110493423786	2	vernielen	16_17
vernietigd/vond001dewe08_01.meta/275475	-8.17265438486043	4.99565094652709	1	vernietigen	16_17
vernielt/coor001vree01_01.meta/68553	-9.01145187866308	-33.9538908056484	2	vernielen	16_17
vernietigen/post003rein01_01.meta/192521	-19.2545946132506	-5.82835565482736	1	vernietigen	16_17
vernielen/_den001denk12_01.meta/1361	4.06567759957713	33.4206547508984	1	vernielen	16_17
vernielt/_den001denk04_01.meta/100010	-12.5652253239192	22.886428367324	1	vernielen	16_17
vernielt/vond001dewe04_01.meta/155192	19.9283340250393	-19.469450670557	2	vernielen	16_17
vernield/post003rein01_01.meta/88528	-17.8220614024518	29.1098887536285	1	vernielen	16_17
vernietigd/swel004brie01_01.meta/132003	-14.0837567170503	-12.2846787817753	1	vernietigen	16_17
vernielen/effe001holl04_01.meta/27521	-17.579248774477	9.09811252684918	1	vernielen	16_17
vernielt/coor001vree01_01.meta/61844	-11.2466946944362	-32.3807485049026	2	vernielen	16_17
vernielen/vond001dewe07_01.meta/148376	28.3495061874508	-18.1472710942589	4	vernielen	16_17
vernielen/post003rein01_01.meta/30933	-33.5128407773082	-0.68132245430011	4	vernielen	16_17
verniele/vond001dewe10_01.meta/260370	15.8343545253332	20.2565459776326	3	vernielen	16_17
vernield/wolf016will01_01.meta/49858	-17.4733036758145	21.5697054248968	1	vernielen	16_17
vernield/stij003opko01_01.meta/31278	29.9049152220512	-1.68366168560702	4	vernielen	16_17
vernield/viss002jawo01_01.meta/71017	24.8355032824255	15.2949754095791	1	vernielen	16_17
vernietigt/bont009gebr01_01.meta/22406	-19.7497405330658	6.19724073780945	1	vernietigen	16_17
vernielen/post003rein01_01.meta/255431	25.0609387834774	2.91335984367979	4	vernielen	16_17
vernielen/coor001toet02_01.meta/22157	10.9328063508956	-27.7249767612966	2	vernielen	16_17
vernietigd/vond001dewe09_01.meta/245644	12.5261850135211	30.5525176012961	1	vernietigen	16_17
vernielt/ferm001nieu01_01.meta/146535	0.624602664903387	28.6006268462687	1	vernielen	16_17
vernielen/coor001vand06_01.meta/7715	-0.146708077134826	-26.5926999664441	2	vernielen	16_17
vernietigen/vond001dewe06_01.meta/261969	20.6994602994032	-10.272483252718	4	vernietigen	16_17
vernietigen/vond001dewe06_01.meta/552502	-19.9107673614889	-3.69361926535727	1	vernietigen	16_17
vernietigen/effe001holl03_01.meta/76508	-19.2170359083077	24.7441408853337	1	vernietigen	16_17
vernietigen/hoff002fbul01_01.meta/17797	-21.5316748278778	4.4571721568522	1	vernietigen	16_17
vernietigen/stij003opko01_01.meta/113087	-21.7390205029181	33.368120276466	1	vernietigen	16_17
vernield/hart038besc01_01.meta/163508	6.09981712592212	-2.29720142086883	1	vernielen	16_17
vernielen/swaa003herb01_01.meta/133201	-1.68144224632566	-0.172072527862087	1	vernielen	16_17
vernielt/vond001dewe09_01.meta/268185	16.1371167419121	-14.2394228575535	4	vernielen	16_17
vernietigt/duij002leve01_01.meta/97419	-17.2570805910815	18.8896433385764	1	vernietigen	16_17
vernielt/vond001dewe05_01.meta/367803	9.59461842161853	2.73976380190838	3	vernielen	16_17
vernielen/woen003aant01_01.meta/53701	-29.3268326433519	24.007859545766	1	vernielen	16_17
vernielen/hond001dape02_01.meta/81451	7.15822121586496	-17.4434092465467	2	vernielen	16_17
vernietigen/vond001dewe09_01.meta/381446	3.16786759382905	-25.6342577351551	4	vernietigen	16_17
vernietigd/vond001dewe08_01.meta/155838	-7.5983299644819	2.31672211909468	1	vernietigen	16_17
vernieticht/cats001houw01_01.meta/247251	7.40432161213223	-14.1068803412963	2	vernietigen	16_17
vernielen/hond001dape02_01.meta/99473	-7.79612113787813	-33.210770295797	2	vernielen	16_17
vernielde/mart021kate01_01.meta/168904	0.722221813363129	26.1128585411762	1	vernielen	16_17
vernietigd/effe001holl06_01.meta/48998	-3.55245666750448	26.2494662261599	1	vernietigen	16_17
vernielt/vond001dewe01_01.meta/54065	-5.05548709223156	0.370469076549772	1	vernielen	16_17
vernield/post003land04_01.meta/21799	-12.713322150854	11.0965455250867	1	vernielen	16_17
vernietigen/weye002amst02_01.meta/25349	-23.0320959289468	-16.2262361333223	2	vernietigen	16_17
vernield/post003land04_01.meta/65716	-2.97967814990764	30.7063479435511	1	vernielen	16_17
vernietigt/weye002amst01_01.meta/87979	-16.1706649739685	17.3139021073599	1	vernietigen	16_17
vernielt/vond001dewe07_01.meta/146696	26.908074680786	-12.4317407831061	4	vernielen	16_17
vernield/vond001dewe08_01.meta/156501	-11.8880395094686	-38.0993621887044	1	vernielen	16_17
vernielen/coor001vree01_01.meta/54015	-5.33831870050426	-31.4993965413166	2	vernielen	16_17
vernielden/vond001dewe05_01.meta/247919	-24.5321778812535	26.244435376949	1	vernielen	16_17
vernielen/ferm001nieu01_01.meta/104730	14.8561432264953	13.5446959250177	3	vernielen	16_17
vernield/hart038besc01_01.meta/161991	-27.4764987487648	3.8695787183059	1	vernielen	16_17
vernielt/coor001heme02_01.meta/28604	-5.62841110616156	-28.3222463623984	2	vernielen	16_17
vernietigt/post003rein01_01.meta/199355	-20.9825580165001	33.8662460371584	1	vernietigen	16_17
vernielen/vond001dewe06_01.meta/612538	24.9117795820077	-7.89588004332852	4	vernielen	16_17
vernielt/swaa003kodd01_01.meta/27708	21.9936089991001	1.18016804644181	4	vernielen	16_17
vernielen/swaa003herb01_01.meta/159591	9.60986474889349	32.2585595953713	1	vernielen	16_17
vernielt/elge001zinn01_01.meta/82100	8.49366620617605	-19.7400733830698	2	vernielen	16_17
vernietigd/vond001dewe05_01.meta/199023	25.5862516957364	-19.4736370128239	4	vernietigen	16_17
vernield/rust001scho01_01.meta/20669	26.1081359212173	-6.8954064107185	4	vernielen	16_17
vernietigt/vond001aenl01_01.meta/22423	-8.33431364231054	20.3961726016746	1	vernietigen	16_17
vernielt/_den001denk08_01.meta/53957	-3.48032220341133	4.11408997851497	1	vernielen	16_17
vernietigen/_alg004alge01_01.meta/55907	-21.7341228342943	3.2149278786723	1	vernietigen	16_17
vernietight/bran002leve02_01.meta/15445	29.0119006167635	-16.5916912537524	4	vernietigen	16_17
vernietigt/post003rein01_01.meta/82052	-13.2402367507865	18.0325393137716	1	vernietigen	16_17
vernielt/poir001jsal01_01.meta/113823	5.48307008345595	10.2184933970313	3	vernielen	16_17
vernietigen/pist002kort01_01.meta/55404	-30.719318312046	-0.186392470970735	1	vernietigen	16_17
vernietigd/hart038besc01_01.meta/99257	-15.695283220054	-1.13103936813036	1	vernietigen	16_17
vernielt/swaa003herb01_01.meta/152949	-2.89170919091794	22.8997240129253	1	vernielen	16_17
vernielen/kink001post01_01.meta/82269	17.6931049931817	13.8821118402718	1	vernielen	16_17
vernielen/_den001denk08_01.meta/22075	-2.28013281760353	16.2071014528967	1	vernielen	16_17
vernietigt/duij002leve01_01.meta/14873	-12.7781074196788	-6.55518163991719	1	vernietigen	16_17
vernielen/pist002kort01_01.meta/28728	14.9120613569471	20.3353907859507	3	vernielen	16_17
vernietigt/effe001holl04_01.meta/29302	7.49380812020063	-26.6465342709183	2	vernietigen	16_17
vernielen/vond001dewe08_01.meta/329258	32.4121747815045	-3.03744777852671	4	vernielen	16_17
vernietigen/feit007brie05_01.meta/42057	-11.6223726106293	5.30799696634789	1	vernietigen	16_17
verniele/_bel005bely02_01.meta/1050	-4.0196333827346	3.35394210725509	1	vernielen	16_17
vernietigen/_den001denk04_01.meta/133317	-19.704699154982	20.0622779421026	1	vernietigen	16_17
vernield/hart038besc01_01.meta/206734	2.23705604287137	2.86520360906288	1	vernielen	16_17
