tokid	tsne.x	tsne.y	clust_4	lemma	century
vernielen/hart038besc01_01.meta/189136	-32.1436595441497	0.55532060788905	1	vernielen	16_17
vernietigt/post003rein01_01.meta/144828	-16.6274033722596	20.7611526873032	1	vernietigen	16_17
vernielt/coor001ladd02_01.meta/26939	-7.97085494542189	-26.0745531138711	2	vernielen	16_17
vernietigd/feit007brie06_01.meta/35773	-13.5021304519956	-11.6267555677305	1	vernietigen	16_17
vernietigd/vond001dewe01_01.meta/55085	6.45786851598255	15.6151281207652	1	vernietigen	16_17
vernietigt/vond001dewe10_01.meta/32900	28.3919856316148	-12.5473096288452	2	vernietigen	16_17
vernietigt/duij002leve01_01.meta/43743	22.9438474542305	9.25175372305856	1	vernietigen	16_17
vernielen/swaa003kodd01_01.meta/111620	7.15807749184951	21.1872291486346	1	vernielen	16_17
vernielen/mart021klei01_01.meta/25008	15.7220041181369	8.91249982269671	3	vernielen	16_17
vernielde/grie002droe01_01.meta/43437	0.820349058049352	-18.2116443723264	2	vernielen	16_17
vernietigt/mart021kate01_01.meta/216298	-8.20655097626202	22.427026807586	1	vernietigen	16_17
vernielen/coor001oors02_01.meta/76235	-7.96812252815457	-16.8076956774899	1	vernielen	16_17
vernielen/nass008gesc01_01.meta/18799	-32.8632785905915	1.85391350524456	1	vernielen	16_17
vernietigd/stij003opko01_01.meta/90128	-23.4607887387711	-15.3243396597956	2	vernietigen	16_17
vernietigen/wolf016will04_01.meta/52462	-9.87306677695123	22.6240122084129	1	vernietigen	16_17
vernietigt/rust001scho01_01.meta/9793	-13.0216777363696	25.8872343420793	1	vernietigen	16_17
vernielen/sucq002wech01_01.meta/54211	-13.3016646837888	-29.1448132028606	2	vernielen	16_17
vernietigen/vond001dewe09_01.meta/395457	-9.93592504443343	-10.4441280673292	1	vernietigen	16_17
vernielt/coor001vree01_01.meta/18924	-1.21295243712744	-16.6214492150954	2	vernielen	16_17
vernield/vond001dewe01_01.meta/85592	16.951131161302	8.68900004235173	3	vernielen	16_17
vernietigen/stij003opko01_01.meta/21029	-13.5257281736193	19.0654877563149	1	vernietigen	16_17
vernielen/mart021kate01_01.meta/227218	12.5558664750999	8.32111926935725	3	vernielen	16_17
vernietigt/effe001holl05_01.meta/83383	1.38308602484859	33.0378024019785	1	vernietigen	16_17
vernielt/sucq002wech01_01.meta/123042	-2.09214835922802	-32.5397565053645	2	vernielen	16_17
vernielen/vond001dewe06_01.meta/295134	18.3542340116697	-9.65203558956112	4	vernielen	16_17
vernietigd/_den001denk11_01.meta/71387	2.49211521494585	19.302637227715	1	vernietigen	16_17
vernielt/coor001godt02_01.meta/23018	-3.91365876807074	-16.4682361155271	2	vernielen	16_17
vernielen/coor001toet02_01.meta/22183	12.1836417048889	-24.7489217351922	2	vernielen	16_17
vernielen/vond001dewe08_01.meta/16939	30.3474643224204	-15.642484330874	4	vernielen	16_17
vernietigt/weye002amst01_01.meta/168510	-6.71061443398411	21.8843042519	1	vernietigen	16_17
vernielt/wolf016corn02_01.meta/50202	9.41075957820345	34.5959375639504	1	vernielen	16_17
vernielen/coor001toet02_01.meta/46865	-0.00681376187050578	-30.3812075963328	2	vernielen	16_17
vernielen/post003land01_01.meta/74043	-1.6258262996236	27.6303800446095	1	vernielen	16_17
vernietigd/kist001leve01_01.meta/2397	-8.97033967206634	3.66284712073041	1	vernietigen	16_17
vernielen/mart021kate01_01.meta/143204	11.0282315199064	8.25664533833659	2	vernielen	16_17
vernielen/coor001dato02_01.meta/8953	-0.737594612199806	-23.3615310774875	2	vernielen	16_17
vernielde/post003rein01_01.meta/217280	18.0677167358443	31.9687149752454	1	vernielen	16_17
vernield/vond001dewe06_01.meta/586692	26.9925456767146	-0.353996811366277	4	vernielen	16_17
vernielen/coor001ladd02_01.meta/19462	-17.8992417564313	-34.7953084075798	2	vernielen	16_17
vernielen/hard001godd02_01.meta/123682	13.1067565266072	5.74237819289697	2	vernielen	16_17
vernietigt/lair001groo01_01.meta/174090	-14.0367450435691	-26.3468978767518	1	vernietigen	16_17
vernietigen/vond001dewe07_01.meta/228295	23.984569518931	24.0506686676767	1	vernietigen	16_17
vernielen/sude003godl01_01.meta/13942	11.5224019831557	26.0724731679966	3	vernielen	16_17
vernielen/mart021kate01_01.meta/181003	16.0175645940687	14.3833695656205	3	vernielen	16_17
vernietigd/vond001dewe10_01.meta/169708	-5.90443248053431	23.832379738509	1	vernietigen	16_17
vernielen/hard001godd02_01.meta/115381	11.2695308264619	-24.1772361704914	2	vernielen	16_17
vernield/post003rein01_01.meta/44508	27.2138471773684	8.87856462480166	1	vernielen	16_17
vernietigd/post003rein01_01.meta/215968	7.11627837407745	10.0788342729491	3	vernietigen	16_17
vernietigt/post003rein01_01.meta/15717	-16.3312437533901	27.5067276106526	1	vernietigen	16_17
vernietigen/wolf016corn06_01.meta/45133	-3.61466160606069	-3.27765435442187	1	vernietigen	16_17
vernielen/meer017gees01_01.meta/14325	13.9953121380756	-1.91166567367598	4	vernielen	16_17
vernietigde/stij003opko01_01.meta/4992	-32.8429813522008	18.1139214678933	1	vernietigen	16_17
vernielen/hard001godd02_01.meta/60777	-3.53354135929407	-32.8379444396395	2	vernielen	16_17
vernielt/vond001dewe07_01.meta/237165	22.191836037115	-16.4199972610991	4	vernielen	16_17
vernietigt/vond001dewe05_01.meta/214901	8.71966982223407	-29.0983243426314	2	vernietigen	16_17
vernielen/coor001toet02_01.meta/19079	1.23365402327749	-44.008051105933	1	vernielen	16_17
vernietigd/post003rein01_01.meta/218918	1.76032596910995	10.633229030757	3	vernietigen	16_17
vernielden/mart021kate01_01.meta/164573	25.1783712206897	-1.19141405055792	4	vernielen	16_17
vernield/hart038besc01_01.meta/161433	7.29607057104912	-36.5881991478421	2	vernielen	16_17
vernielen/hart038besc01_01.meta/331117	2.73150534852468	8.8297513694238	1	vernielen	16_17
vernielen/swaa003herb01_01.meta/169412	10.5432355544502	31.9120913120856	1	vernielen	16_17
vernietigen/feit007brie04_01.meta/15536	-8.33805215874469	23.7591572791952	1	vernietigen	16_17
vernielen/vond001dewe06_01.meta/295144	18.4747282247111	-10.3846751201245	4	vernielen	16_17
vernielen/over001gees02_01.meta/42277	7.83231709229495	31.3466658798953	1	vernielen	16_17
vernielen/_den001denk01_01.meta/18036	1.72753132350897	23.6921200075013	1	vernielen	16_17
vernietigen/post003rein01_01.meta/216535	-0.276980442083234	12.6895764533103	1	vernietigen	16_17
vernielen/coor001datt02_01.meta/2566	6.73232794205396	-33.2353668750733	2	vernielen	16_17
vernietigd/kist001leve01_01.meta/116963	-5.95833067036241	31.9398380858538	1	vernietigen	16_17
vernielen/simo001onsc01_01.meta/26996	-15.8129216248385	2.94744348793922	3	vernielen	16_17
vernield/post003land01_01.meta/65716	-2.12284227824341	31.277798868465	1	vernielen	16_17
vernielen/woen003lant04_01.meta/14353	12.5575883797987	33.7177803117242	1	vernielen	16_17
vernyelt/coor001datd02_01.meta/11620	12.945724689488	-30.2759101791393	2	vernielen	16_17
vernietigen/vond001dewe08_01.meta/399527	2.08996493500506	19.8887119315388	1	vernietigen	16_17
vernield/hart038besc01_01.meta/203175	4.37064492918756	34.193979850385	1	vernielen	16_17
vernield/woen003lant02_01.meta/18679	-12.3760045199358	-38.7432420687316	1	vernielen	16_17
vernielen/sucq002wech01_01.meta/18509	6.71075942633992	-29.6239166849315	2	vernielen	16_17
vernietigen/vond001dewe07_01.meta/167695	8.35267283650958	-15.2359242659133	2	vernietigen	16_17
vernielen/swaa003kodd01_01.meta/56471	-17.8831153825034	-27.3339874782278	2	vernielen	16_17
vernielde/vond001dewe09_01.meta/80589	16.2313329275052	-15.7269023365864	4	vernielen	16_17
vernielt/coor001vree01_01.meta/44260	0.179746469022896	-33.9989009604922	2	vernielen	16_17
vernietigen/vond001dewe08_01.meta/235074	-10.3916331946469	40.3358754109204	1	vernietigen	16_17
vernielt/vond001dewe08_01.meta/138027	25.0628111196378	-12.8005301196961	4	vernielen	16_17
vernielen/swaa003kodd01_01.meta/12948	-7.46059473399033	26.1620034828393	1	vernielen	16_17
vernietigen/vond001dewe06_01.meta/217822	-25.6683065622443	19.8164423923982	1	vernietigen	16_17
vernield/post003rein01_01.meta/22533	3.38179183149236	-2.89905202021975	1	vernielen	16_17
vernielen/over001gees02_01.meta/10050	21.2725375189333	-1.60452267421821	4	vernielen	16_17
vernietigd/_den001denk08_01.meta/33789	-26.1932895741324	-6.01278867663274	1	vernietigen	16_17
vernietigden/vond001dewe06_01.meta/486876	0.789171673081431	15.0340759348254	1	vernietigen	16_17
vernietigd/stij003opko01_01.meta/116431	-14.1600558758772	10.4233163646895	1	vernietigen	16_17
vernield/post003rein01_01.meta/193755	7.55769734442555	-2.69715244155831	1	vernielen	16_17
vernietigen/stij003opko01_01.meta/23638	-32.912222080885	11.7438945876797	1	vernietigen	16_17
vernietigen/koel003vruc01_01.meta/2771	-7.35555365102164	-16.6968751925647	1	vernietigen	16_17
vernield/wolf016corn02_01.meta/67001	-9.60096274687214	13.1487130801011	1	vernielen	16_17
vernielde/_den001denk10_01.meta/14790	-11.020031984478	29.2500993227496	1	vernielen	16_17
vernielde/post003land01_01.meta/73289	20.3662434703002	0.234670282570156	4	vernielen	16_17
vernielen/vond001dewe06_01.meta/136054	4.09119131026175	-8.90110731523407	2	vernielen	16_17
vernielt/vond001dewe06_01.meta/435659	31.1823336380346	-2.76550825989883	4	vernielen	16_17
vernielt/post003rein01_01.meta/226748	-9.02280419084547	42.1982549659566	1	vernielen	16_17
vernielt/vond001dewe09_01.meta/186154	11.8124514548533	25.1499050782857	3	vernielen	16_17
vernielen/coor001toet02_01.meta/13859	5.55546636171114	-28.3803398009359	2	vernielen	16_17
vernietigde/stij003opko01_01.meta/24363	11.8377619828233	-41.6570736888271	2	vernietigen	16_17
vernielen/brun001embl02_01.meta/93111	-6.4352105970322	-38.7174536596478	2	vernielen	16_17
vernietigen/vond001dewe06_01.meta/588787	16.3121623537269	-19.8973670924392	4	vernietigen	16_17
vernietigt/_den001denk10_01.meta/121790	-10.8973093091288	20.2007040348234	1	vernietigen	16_17
vernielt/mart021kate01_01.meta/258523	13.5782473486553	11.9833575044886	3	vernielen	16_17
vernietigen/brun002wets01_01.meta/122692	-22.488252851867	19.793115055503	1	vernietigen	16_17
