apodo/n/usa_g1408/18597,13
apodo/n/per_b0555/39962,6
apodo/n/per_b0499/33315,13
apodo/n/per_b0489/33703,13
apodo/n/usa_b1155/19651,13
apodo/n/per_g0535/54760,13
apodo/n/arg_b0217/17413,13
apodo/n/spa_b4392/38357,13
apodo/n/mex_g0110/30654,13
sobrenombre/n/col_g0328/36567,0
sobrenombre/n/spa_b1284/32779,13
apodo/n/per_g0318/58787,13
apodo/n/usa_g0604/82139,3
sobrenombre/n/spa_b0391/38455,13
mote/n/per_g0504/37294,13
apodo/n/col_b1393/25312,13
apodo/n/per_g0012/10499,-1
sobrenombre/n/mex_g1388/33470,13
sobrenombre/n/arg_b0398/31085,13
apodo/n/spa_b2597/58201,12
apodo/n/arg_b1518/31338,13
apodo/n/per_b0872/25931,13
apodo/n/col_b0993/14259,5
apodo/n/per_g0874/39761,13
apodo/n/arg_b1381/2889,13
apodo/n/per_b1209/59221,13
apodo/n/col_b0796/11174,13
mote/n/usa_g0625/51263,13
apodo/n/spa_b4168/19358,13
apodo/n/spa_b3719/25102,13
apodo/n/mex_b1173/19364,13
sobrenombre/n/per_g0678/21694,14
sobrenombre/n/per_g0142/100774,6
mote/n/per_b0690/24128,13
apodo/n/mex_b0096/54186,13
mote/n/mex_b0874/2948,12
mote/n/mex_g1712/5393,13
mote/n/usa_g1278/24912,13
apodo/n/arg_b1364/32083,1
sobrenombre/n/per_b1226/58261,13
sobrenombre/n/usa_g1474/9968,13
mote/n/arg_b0007/63329,13
sobrenombre/n/spa_b2159/56817,14
apodo/n/usa_g0454/51395,13
apodo/n/usa_g1651/20146,13
mote/n/spa_b0826/43685,13
apodo/n/per_g0166/13343,13
sobrenombre/n/col_g1403/6280,13
sobrenombre/n/mex_g0086/37881,6
mote/n/spa_g0126/31008,2
mote/n/spa_b3808/37669,13
mote/n/spa_b3226/15200,3
apodo/n/spa_b3674/20458,2
sobrenombre/n/spa_g3556/11012,13
mote/n/arg_g0323/39363,13
apodo/n/col_g1532/22877,13
apodo/n/per_g0244/11723,13
apodo/n/mex_b1489/23044,13
mote/n/per_g0234/5059,13
sobrenombre/n/spa_g2524/41685,13
apodo/n/spa_g2252/33873,13
apodo/n/usa_g0111/9644,13
mote/n/spa_b0810/61601,13
sobrenombre/n/per_g0687/28701,11
mote/n/arg_b0228/12516,13
