marido/n/usa_b1153/21209,1
esposo/n/col_g1023/44167,1
marido/n/spa_g2285/70,1
esposo/n/per_g0709/17433,1
marido/n/mex_b0005/25857,1
marido/n/mex_b0841/42510,1
marido/n/arg_g0638/16476,1
esposo/n/arg_g0782/8442,1
esposo/n/col_b0548/12218,1
marido/n/spa_b4190/20571,1
esposo/n/per_g0054/22663,1
marido/n/arg_b0630/1626,1
marido/n/mex_g1165/1670,1
esposo/n/mex_g1101/27574,1
marido/n/usa_b0648/1689,1
marido/n/per_g0812/14886,0
esposo/n/per_g0819/8325,1
marido/n/mex_g0544/22946,1
esposo/n/mex_g0434/46481,1
esposo/n/mex_b2077/34972,1
marido/n/col_b0390/19966,1
esposo/n/mex_b1480/7111,1
marido/n/mex_b0523/44743,1
marido/n/usa_b0167/9374,1
esposo/n/per_b0604/16310,1
marido/n/per_b0205/46674,1
marido/n/mex_g2219/11212,1
marido/n/mex_b0187/5405,1
esposo/n/spa_g2843/51187,1
esposo/n/mex_b0179/54664,1
marido/n/arg_b0602/18053,1
esposo/n/per_g0356/47617,1
marido/n/spa_b1259/57019,1
marido/n/mex_g1629/20636,1
esposo/n/usa_g0229/88158,1
esposo/n/col_b0924/10373,1
esposo/n/arg_g1509/18602,1
marido/n/usa_b1247/18051,1
esposo/n/per_b1001/41136,1
esposo/n/per_b0655/13608,1
esposo/n/per_g0676/48638,1
esposo/n/mex_g0441/19656,1
esposo/n/usa_g0444/56569,1
esposo/n/arg_g0960/14297,1
esposo/n/per_g0215/52123,1
marido/n/arg_g1025/11063,1
esposo/n/spa_g0023/452,1
marido/n/usa_b1293/19821,1
esposo/n/mex_g2386/51730,1
marido/n/arg_b0095/16365,1
esposo/n/col_g0420/46975,1
marido/n/arg_b1431/43500,1
esposo/n/mex_b2264/29898,1
marido/n/mex_b0915/54393,1
marido/n/spa_g0781/9712,1
esposo/n/mex_b0005/22728,1
esposo/n/per_b0257/37533,1
esposo/n/mex_b0989/43641,1
esposo/n/col_g0697/43496,1
marido/n/spa_b0148/16557,1
marido/n/arg_b1179/5224,1
esposo/n/col_g0420/52936,1
marido/n/spa_b1117/49065,1
marido/n/arg_b0306/26337,1
esposo/n/usa_g0287/37339,1
esposo/n/usa_g0612/18312,1
esposo/n/mex_b0005/12190,1
esposo/n/arg_b1162/15168,1
esposo/n/col_g0291/15173,1
marido/n/arg_g0518/20525,1
esposo/n/spa_b3855/16854,1
marido/n/per_b0638/24359,1
esposo/n/per_b0565/10871,1
esposo/n/mex_g0363/5636,1
esposo/n/mex_g1844/51683,1
marido/n/spa_b1222/33297,1
esposo/n/col_b0683/43786,1
marido/n/usa_b1118/356,1
esposo/n/per_b1093/21747,1
esposo/n/usa_g1025/10204,1
marido/n/arg_g1529/11611,1
marido/n/arg_b0284/26889,1
marido/n/spa_b3674/900,1
marido/n/mex_g2424/25240,1
esposo/n/arg_g1404/10347,1
marido/n/mex_g0505/9602,1
marido/n/spa_g0306/7999,1
esposo/n/usa_b1168/23285,1
marido/n/mex_g2117/21259,1
esposo/n/mex_b2107/14937,1
esposo/n/usa_g0229/91338,1
esposo/n/col_g0929/2888,1
esposo/n/per_g0543/24155,1
marido/n/arg_g1817/29520,1
esposo/n/per_b0758/20647,1
marido/n/per_b0963/27642,1
marido/n/per_g0566/8615,1
esposo/n/col_g1380/35367,1
esposo/n/col_b0211/13639,1
esposo/n/per_g0258/11031,1
marido/n/col_b1100/21753,1
esposo/n/per_b0072/38747,1
esposo/n/usa_b1016/14381,1
marido/n/spa_b1133/46576,1
marido/n/mex_g1018/44252,1
esposo/n/usa_g0716/55622,1
esposo/n/usa_g1433/11308,1
esposo/n/per_b0720/29064,1
esposo/n/mex_b1170/25993,1
esposo/n/per_g0543/27852,1
marido/n/arg_g0014/23887,1
esposo/n/mex_g1602/1521,1
marido/n/mex_b2074/46061,1
marido/n/spa_b2014/41753,1
marido/n/arg_g0908/47392,1
esposo/n/mex_g2386/51951,1
marido/n/per_g0510/45369,1
esposo/n/per_g0284/111280,1
esposo/n/usa_g0761/12540,1
marido/n/per_g0510/1166,1
marido/n/col_b1301/27625,1
esposo/n/per_g0481/21735,1
marido/n/mex_b0713/14475,1
esposo/n/per_b0517/55003,1
esposo/n/usa_g0248/83441,1
esposo/n/per_g0212/171,1
marido/n/spa_b0734/17276,1
esposo/n/mex_b0494/57705,1
esposo/n/per_g0531/9321,1
esposo/n/col_b0134/33656,1
esposo/n/mex_g0256/36416,1
marido/n/arg_g1273/30816,1
marido/n/arg_b0249/15934,1
esposo/n/mex_g2476/44801,1
esposo/n/per_b1174/6999,1
marido/n/mex_g0971/15455,1
marido/n/col_g0837/20537,1
esposo/n/arg_b1212/21193,1
marido/n/arg_g0938/17388,1
esposo/n/per_b1022/45504,1
marido/n/spa_b2672/47789,1
marido/n/per_b0136/14739,1
esposo/n/arg_b0363/9910,1
esposo/n/per_g0098/55899,1
esposo/n/usa_g1691/22427,1
marido/n/per_g0077/29469,1
esposo/n/usa_g0031/54603,1
marido/n/mex_g1552/9578,1
esposo/n/col_g0083/55084,1
marido/n/arg_g0177/46132,1
marido/n/usa_b0422/41065,1
esposo/n/per_b0450/23886,1
esposo/n/arg_g1503/5378,1
marido/n/col_g0668/13204,1
marido/n/usa_b0858/57994,1
esposo/n/mex_b0784/30089,1
esposo/n/col_g0079/1279,1
esposo/n/per_b0125/24321,1
esposo/n/mex_b2046/2237,1
esposo/n/mex_g2200/7218,1
esposo/n/arg_b0345/51883,1
marido/n/usa_g0462/58409,1
marido/n/spa_b1111/30462,1
marido/n/usa_b0873/45606,1
esposo/n/mex_b1675/17989,1
marido/n/mex_g2257/31159,1
esposo/n/per_g0157/25333,1
esposo/n/col_g0856/42259,1
marido/n/spa_g3264/1780,1
esposo/n/per_b0905/31651,1
esposo/n/mex_b2283/19153,1
esposo/n/col_g1479/48746,1
esposo/n/spa_b2642/9989,1
esposo/n/per_b0720/26504,1
esposo/n/usa_g0397/69362,1
esposo/n/spa_g3306/39317,1
esposo/n/arg_b1405/23280,1
esposo/n/per_g0498/10567,1
marido/n/mex_g1263/41379,1
marido/n/spa_b3915/55552,1
marido/n/usa_b0333/23529,1
marido/n/usa_b0201/44893,1
marido/n/spa_g3603/36357,1
marido/n/mex_g2362/31391,1
marido/n/spa_g1973/26582,1
esposo/n/per_b0996/42968,1
esposo/n/col_g0079/894,1
marido/n/usa_b0453/58347,1
marido/n/usa_b0457/9062,1
esposo/n/per_g0284/61961,1
marido/n/spa_b1724/18486,1
esposo/n/col_b0312/46544,1
esposo/n/mex_g1751/18266,1
marido/n/col_g0709/27048,1
esposo/n/per_g0130/31581,1
esposo/n/usa_b0333/9935,1
marido/n/arg_g1370/13521,1
marido/n/col_g1346/3686,1
esposo/n/per_g0516/53754,1
esposo/n/usa_b0808/10610,1
marido/n/per_g0288/21697,1
esposo/n/mex_b1569/19327,1
esposo/n/usa_b0228/686,1
esposo/n/usa_b0459/37251,1
esposo/n/mex_b1489/25481,1
marido/n/usa_g0892/48307,1
marido/n/spa_b2471/1827,1
marido/n/mex_b2123/57193,1
marido/n/spa_b4354/60388,1
marido/n/col_g0828/45820,1
esposo/n/per_b0205/10070,1
esposo/n/per_g0481/23231,1
marido/n/spa_g2285/19930,1
marido/n/per_g0271/25990,0
esposo/n/col_g0278/40740,1
esposo/n/arg_g1637/18230,1
esposo/n/col_g1023/44042,1
marido/n/usa_b1207/14588,1
marido/n/spa_g3603/22991,1
esposo/n/mex_b1173/53431,1
esposo/n/per_b0887/56184,1
marido/n/arg_b0476/22836,1
esposo/n/spa_b1687/35244,1
marido/n/usa_b0582/50154,1
marido/n/usa_g0789/56579,1
marido/n/mex_g2117/21997,1
esposo/n/arg_g1675/31513,1
esposo/n/arg_g0356/40874,1
marido/n/spa_b3187/14482,1
marido/n/mex_g0351/8234,1
esposo/n/per_b0307/16498,1
marido/n/per_b0350/42908,1
esposo/n/usa_b0846/5458,1
esposo/n/usa_g0165/26375,1
marido/n/usa_b1428/50391,1
esposo/n/per_g0052/37643,1
esposo/n/arg_g1046/16452,1
esposo/n/mex_b1711/27157,1
esposo/n/usa_b1178/16791,1
marido/n/arg_g1504/13906,1
esposo/n/usa_g0338/14157,1
marido/n/spa_g2786/5625,1
esposo/n/col_b1580/8692,1
marido/n/spa_b3452/31146,1
esposo/n/usa_b0741/53327,1
esposo/n/arg_g0398/15743,1
marido/n/arg_g0932/34665,1
marido/n/usa_b0087/7268,1
marido/n/arg_b0630/2026,1
esposo/n/col_g1602/14165,1
marido/n/col_b0035/27237,1
esposo/n/usa_b0968/42120,1
marido/n/spa_b0080/28171,1
esposo/n/usa_b1555/29239,1
esposo/n/arg_g0852/82983,1
esposo/n/mex_g1546/44967,1
esposo/n/col_g0932/11672,1
marido/n/spa_g1467/42608,1
esposo/n/mex_b1787/17341,1
marido/n/arg_b0400/43852,1
marido/n/usa_b0681/36201,1
marido/n/spa_b1490/19157,1
esposo/n/mex_b2130/25312,1
marido/n/col_b0278/2510,1
esposo/n/spa_g0772/51307,1
marido/n/per_b1001/21047,1
esposo/n/spa_g1151/37594,1
marido/n/spa_b1117/25558,1
esposo/n/col_b0825/13888,1
marido/n/usa_g0604/123271,1
esposo/n/per_b0383/43633,1
esposo/n/col_g1208/11843,1
marido/n/spa_g1940/53461,1
esposo/n/usa_g0621/53734,1
marido/n/arg_g0341/22974,1
marido/n/mex_g1040/59263,1
esposo/n/per_b0447/59175,1
marido/n/mex_g1619/4205,1
marido/n/per_g0592/41590,0
marido/n/mex_b0915/54031,1
marido/n/arg_g0375/48258,1
esposo/n/usa_g0229/95229,1
marido/n/arg_g1140/46320,1
esposo/n/mex_b1480/34729,1
esposo/n/usa_g0738/26037,1
marido/n/col_b1187/46929,1
marido/n/spa_g2269/26835,1
